name
Ghanshyam Rohera
Rewati Chetri
Rana Daggubati
Star:Anjan Srivastav
Isha Chabbra
Ravish Desai
Sandeep Mehta
Dev Benegal
Samir Ganguly
Aqib Afzaal
Dipti Mehta
Shama Sikander
Shanta Patel
Shreiyah Sabharwal
Niren Lahiri
Sai Kumar
Devaki Singh
Swaroop Khan
K.S. Ravikumar
Amirbai Karnataki
Biman Bannerjee
Bhooshan Lal
Star:Aditya Raj Kapoor
Qamar Narvi
Shahrukh Mirza
Shalini Mohan
Manoj Chandila
Henry King
Umesh Ghadge
Ravikiran
Brijesh Batuknath Tripathi
Raja Hasan
Ashim S. Samanta
Mukul Vikram
Paresh Kamdar
Ram Gopal Bajaj
Kishori Ballal
Tanuja Shankar Khan
Star:K.R. Vijaya
Vijay Mahar
Farooq Khan
Pawan Kumar
Reshama
Latif Faiziyev
Seema Mishra
Tushar Barmaiya
Yashwant Anand Gupta
Rahul Deo Verma
Tarush Waghela
Indrajit Chakraborty
Prashant Nanda
Sabitha Anand
Kalaichelvi
Farha Naaz
Bhavin Bhanushali
Ramana Murthy
Bhavya
Nazia Hussain
Neshma Chemburkar
Manya
K S Gopal Krishna
Abhishek Utkarsh Deokar
Shantanu Ray Chhibber
Nisha Bains
Sreelekha Mitra
Dinesh Shailendra
Manav Kaul
Barun Chakraborty
Vedant Sinha
Jai Gidwani
Abid Yunus Khan
Janak Toprani
Dipti Joshi
Manish Bhawan
Mohsin Khan
Rajan Khosa
Sona Mastan Mirza
Sumit
Abhishek Reddy
Rohiet Nair
Paras Randhawa
Mandy Takhar
Kamala Kumari
Sudha Shivpuri
Hetal Gada
Lalit Mohan
Roshan Abbas
Baby Sharmilee
Maya Banerjee
Surinder Kaur
Arjun Sablok
Mallishka
Umesh Sharma
Amit Mehra
Manwinder Gill
Padmavati Rao
Sukhada Pandey
Namit Das
Surendra Rajan
Anudeep Singh
Urvashi Chaudhary
Sheena Shahabadi
Bijoy Dey
Noriko Ohara
Seema Bhargava
Durgesh Nandni
Sohini Dasgupta
Santoshini
Rishi Sharma
Sohrab Ardeshir
Geeta Basra
Annapurna Sharma
Javeria Abbasi
Tariq Imtyaz
Digisha Gajjar
Debashree Roy
Mir Sarwar
Sumeet Vyas
Khushboo Moharkar
Ashok Sharma
Geethapriya
Yasir Shah
Imtiaaz Khan
Bhavana Bhatt
Shrutika Gaokkar
Asif Khan
Avdesh Rai
Kaveri Jha
Nataliya Kozhenova
Ben Rebeiro
Samrat Chakrabarti
Rajani
Ravish Srivastava
Sailesh Lodha
Kajal Mishra
Khurshid Bawra
Sana Khan
Chandan Rathod
Ratan Chopra
Chhaya
Brar Gurvik
Manasi
Bande Prasad
Jaskaran Singh
Salim Padiyath
Anirban Roy
Rinku Ghosh
Gurinder Dimpy
Ayrton Burridge
Rajeev Virani
Sai Raam Dasari
Yogesh Ishwar
Prerna Chawla
Mihir Amrutkar
Lisa Henni
Pitobash
Naina Khan
Parvinder Singh Wraich
Harsh Dubey
Ravi Behl
Bala Hijam
Sushama Deshpande
Aamir Ghani
Srinivasa Rao Jonnalagadda
Amrit Sagar
Mukesh Choudhary
Deep Rahi
Pilla Srinivas
Wilson Louis
Sivanandam N
Niki Walia
S. Bannerjee
Varun Sharma
Casim Bilal
J.L. Freer-Hunt
Abigail Eames
Nishat Mallick
Aparna Mishra
Nargis Fakhri
Shivam Nair
Neetu Singh
Tariq Naved Siddiqui
Uma Dutt
Karthik
Raj Sharma
Navnit Ravi Rana
B.J. Patel
Girjesh Patel
G. Krishna
Sunita Dhir
Varun Dhawan
David Bueno
Aisha Sharma
Sunil Balwant
Prasanth
Suhaas Khandke
Shalini Kapoor
Star:Raju Rahikwar
Shweta
Priyanshu Chatterjee
Apurva Choudhari
Bhagwan Sinha
Ruchir Raj
Hyder Kazmi
Akanksha Sharda
Devender Kumar Pandey
Karan Mirchandani
Arindam Nandy
Dorothy
Dev Kishan
Amritaa Dasgupta
Aanand Dev
T. Kirshna Kumari
Ranganath
Anubhuti Kashyap
Priyanka Pandit
Neeru Bajwa
Raj Tilak
Darshan Gurjar
Prabhakar Reddy
Sanjay Dadhich
Nitin Das
Chirag Dave
Atlee Brar
Asad Aleem
Kartik
Nishikant Kamat
Radha Tripathi
Shraddha Sharma
Gulshan Arora
Anisshka
Raghav Raj Kakker
Mahinder Shera
Adityavardhan Gupta
Mohanti Kesarwani
Gunjan Vyas
Tusshar Kapoor
Sahila Chaddha
Raghuvir Kulkarni
Vatsal Dubey
Amit Sharma
Jayprad Desai
Maia Sethna
Pan Nalin
Priyal Gor
Navin Berry
Sunith Roy
Parveer Aggarwal
Tapasya Agnihotri
Aarav Choudhary
Sharat Sonu
Aditya Banerjee
Amrit Rana
A.K. Hangal
Harshvardhan Rane
P.R.S. Babu
Nila Nagini
Amit Purohit
Deepak Balraj Vij
Nakshatra Kumar
Jagdish Waghela
Shakun Batra
Artnilxen
Paoli Dam
Khalid Akhtar
Bhankheri Devi
Shomu Mukherjee
Mukesh Ghatiya
Neela Gokhle
Subodh Bhave
Reema Lagoo
Masum Ali
Ashrut Jain
Akshay
Upendra Limaye
Mahendra Sandhu
Sharmila Shetty
Bhushan Mishra
Mastana
Sagar Arya
Vindhyanshu Dubey
D.S. Sultania
Ali Khan
Tabu
Khaled Masso
Laxmikant Berde
Boken Chatterjee
Kesari
Kunal Shivdasani
Eddie Billimoria
Balbir Wadhawan
Prince Daniel
Nivedita Basu
Ravali
Manish Vatssalya
Purbi Joshi
Shivam Singh
Devi Dolo
Banke Bihari
Anjali Ragav
Sohail Khan
Sarla Yeolekar
Meghna Rai
Imaaduddin Shah
Piyush Mishra
Sadhana
Nikkhil Advani
Chander Mishra
Kaali Venkat
Ashmith Kunder
Yash Gawli
Vanaja
Prashant Shankar
C. Arunpandian
Dutta Madhusree
Surinder
Sangeeta Arora
Nitin Mathur
Aakash Dabhade
Kamal Sahni
Homi Wadia
Dev Sharma
Binny Shah
Tipu Khan
Kallol Sen
Saud Khan
Ravi Basera
Uday Shankar Pani
Khalil Bhukhari
Vicky Gangadhar
Lalit Kumar Mishra
Tanvi Hegde
Yuvraj Haral
Goswami Anurag
Nutan Sinha
Master Suraj
Randeep Rai
Fuwad Khan
Arvinda Jaiswal
Sharmilee
Sudhanshu Hakku
Shubham Saxena
Delhi Ganesh
Uttam Kumar
Sanjay F. Gupta
Bilqis
Raju Singh
Flora
Bobby Raj
Yukta Mookhey
Pari Chaudhary
Rohit Kumar Sharma
Diwakar Pathak
Sharan Sharma
Abha Paul
Sheila Naidu
Ashney Shroff
Ben Mitchell
Vishal Taneja
Mukesh Kumar
Usman
Naisha Arora
Rahul Jain
Jitendra Sharma
Chitra Mitra
Sukriti Gupta
Deepak Malhotra
Sudhir Kumar
Khatera Hakimi
Pravina Bhagwat Deshpande
M.H. Adenwala
Maliha Malla
V. Joshi
Swara Bhaskar
Ashu Trikha
Tushar Amrish Goel
Amir Hossain Ashik
Sajeev Balath
Harshad Chopra
Vindhya Tiwari
Sapna Choudhary
Anuj Sawhney
Ujjwal Rana
Ajit Khan
Shah Gayaz Khan
Lokendra Singh
Salman Ahmad
Suraj Dev Sahu
Heeba Shah
Wajahat Mirza
Manisha Dutta
Master Ravi
Jahid Khan
Vineeta
Girish Jain
Kaizaad Kotwal
Lankesh Bhardwaj
Abhijeet Sahoo
Yashi Kapoor
Sai Tamhankar
Dilip Advani
Dibyendu Bhattacharya
Anuradha Sawant
Aishwaryaa Rajesh
Rishabh Sinha
Prashant Singh Rathore
Star:Aftaab Khan
N. Chandra
Shreyas Porus Pardiwalla
Bhavika Bhasin
Firoz Ali
Shaffi Mohammed
Devaa
Lucy Bartholomew
Mahesh Mathai
Abdul Rehman Kabuli
Prateik Babbar
Harsh Parekh
Bikram Saluja
Zeba Hussain
Gopi Bhalla
Harish Gupta
Abhishek Sharma
Cajole Kapoor
Captain Raju
S.A. Rashid
Trishnika Shinde
Aloknath Pathak
Shradha Singh
Nivedita
Star:Jugal Hansraj
Dinesh Vijan
Meghna Haldar
Vrinda Kher
Rima N. Kapoor
Lilliput
Yogendra Konkar
Bhanu
Sumanth Kousalya
Harbansh Laali
Patrick Saxe
B. Padmanabham
Shakti Singh
Ashok Mishra
Sumit Suri
Jagdish Gautam
Madhavi Javeri
Devshi Khanduri
Mohneesh Kalyan
Star:Rajeev Singh
Varalakshmi S.
Amruta Subhash
Chetanya Adeep
Manit Joura
Ashish Chanana
Akhil Devan
Amol Palekar
Ghanshyam Lalsa
Ali Athar
Jatla Siddartha
Wahidan
Nema Singh
Sonu Sonkar
Shifuji Shaurya Bharadwaj
Anil Charanjeett
Shakeela
Kaash Sherawat
Rajendra Kumar Tuli
Yamani
Mahesh Kaul
Rono Mukherjee
Kiran Rathod
Jaymala Adarsh
Mira Nair
Sushil Johri
Akarsh Khurana
Diksha Singh
Abhishek Varman
Yatin Karyekar
Akhtari Faizabadi
Sabir Khan
Nish
Rajbir Vats
Begum Para
Deepak Deulkar
S.U. Syed
Veeru Devgan
Vijay Meenu
K. Shrivastava
Ashraf Nagoo
Yogita Choudhari
Mikhil Musale
Rajesh Banik
Manasi Scott
Vishwas Paandya
Kritik Kumar
Rajesh Vivek
Shilpa Koyende
Avinash Das
Lokesh Deewangan
Varun Bhagwat
Laxmi Gadatre
Nikhil Chinappa
Maninder Chana
Shrinavas
Saurabh Safary
Arijit Sen Gupta
Aparna Bera
Purva Rana
Vaishnavi Dhanraj
Kaushal Bharati
Kushal Tandon
Nayeem Sheikh
Dravika
Saharsh Kumar Shukla
Badshah
Shahu Modak
Sunny Singh
Dhiraj Verma
Twinkle Patel
Nayan Pachori
Abhishek Bindal
Renju Ramesh
Kallol Banerjee
Dinesh Soni
Krrish Chhabria
Indrani Mukherjee
Sandeep Kumar Rana
Chitra Pandey
Sunny Sachdev
Kapil Arya
Sadia Nabila
Vivek Srivastav
Rohit Bapat
Kuldeep Bhagi
Akkash Basnet
Gagan Singh Sethi
Kabir Bedi
Maitry Barman
Ravi Pathak
Pallavi Dutt
Armaan Abbua
Zahur Raja
Aishwarya Rai Bachchan
Shashank Shekhar Singh
Sudam Aftab Khan
Bonnie Juneja
George Grover
Simran Gianchandani
Adeeb Rais
Maala Parvathi
Sushil Goswami
Tanveer Zaidi
Poonam Pandey
Doley Doljee
Shailendra Pratap Singh
Varun Mehra
J.S. Casshyap
Rajith Menon
Himani Attri
Assad Raja
Lokesh Kanagaraj
Archan Trivedi
Raman Atre
Anuj Chaudhary
Sibu Giri
Ram Mohan
Rakhi Mansha
Himani Shivpuri
Amitesh Sriram
Shikhar Agrawal
Ajit Sinha
Nikhil Agnihotri
Anwar Jamal
Neena Mahapatra
Sophie Handa
Vijaya Choudhury
Raj Shekhar
Manda
Nr Archarya
Bandana Basnett
Prasenjit Das
Nirupa Roy
Manik Irani
Suumeet Darshan
Manoj Tyagi
Kawal Sharma
Faruque Azam
Dibakar Banerjee
Mallika Sherawat
Suryakant
Narendra Jha
Samit Bhanja
Vikram Singh Parihar
Himmat Vans
Rani Rajkumar
Shivam Sharma
Rohit Jaising Vaid
Monica Aggarwal
Kanta Vyas
Mohan Babu
Kashmira Irani
Raj
Lukram Smil
Venkatesh Daggubati
Bhaskar Shetty
Ramesh Sharma
H.L.N. Simha
Chahat Khanna
Naresh Ambasta
Sarita
Sulochana Latkar
Devang Dholakia
Surendra Paul
Reeta Bakshi
Uday Kiran Poodipeddi
Pushpdeep Bhardwaj
Vedantam Raghavaiah
Udai Singh Pawar
Rajeev Bhatia
Abhay Singhal
Mantra Mugdh
Rajit Agarwal
Pran Sikand
Preity Zinta
Esha Pathak
Ankush Bhatt
Gargi Datar
Kishori Godbole
Anangsha Biswas
Pooja
Pranshu Kaushal
Deepak Arora
Vik Khanna
Nameeta Chandra
Akshay Bedi
Shriya Fule
Megha Chatterjee
Jayamalini
Asheesh Kapur
Susant Misra
Amit Roy
Soma Goyal
Nitesh Shrivastava
Rehman
Mohit Nain
Murali Nagavally
Puja Banerjee
Shehnaaz Gill
Malika
Arshad Syed
Rimpal Balnegar
Ehan Bhat
Dilip Raj
Lalit Parimoo
John DeLong
Rishi Singh
Shahid Kazmi
Thampi Kannanthanam
Divya Menon
Anup Samaddar
Raj Kumar Bedi
Vipin Agnihotri
Satish Kaushik
Manoj Bhatt
S.S. Vasan
Mylène Jampanoï
Diksha Juneja
T. Prakash Rao
Mohit Baghel
Doondi
Jay Bhatt
Trimala Adhikari
Raaj Kumar
Dia Mirza
Sandeep Chaudhary
Biju Phukan
Naman Nitin Mukesh
Tanuja Samarth
Aditya Sharma
Shadaab Mirza
Meher Vij
RajasekarDop
Pawan Tiwari
Nidhi Patel
Pernia Qureshi
Vishal Anand
Daya Dongre
Nitin Singh Negi
Star:Rajdutt Revankar
Md. Sohaib
Vivek Gomber
Lydian Nadhaswaram
Akshay Kapoor
Aditya Bal
S.K. Subash
Ankkit Narrayan
Kunal Pant
Gavie Chahal
Ayumu Watanabe
Surendra Gupta
Abhijeet Singh
Hanish Kalia
Shlok Sharma
Aditi Bhatia
Ariana Ayam
Surinder Kapoor
Pankaj Advani
Vishwajeet Pradhan
Harry Baweja
Tanushree Dutta
Kajal Chakraborty
Manoj Bidwai
Harman Baweja
Mona Singh
Sada
Arya Mallick
Sonal Joshi
Aruna Devi
Vinod Chandel
Chandraprakash
Jeeshan Ali
Monica Castelino
Rekha Vedavyasa
Kari Kalan
Kanwaljeet Matharu
Rk Rakesh Boro
Mehrish
Ram Pahwa
Deven Munjal
Shiv Krishna
Manish Nagpal
Ashwini Chaudhary
Shekhar
Shaik Khaja Hussain
Neel Bakshi
Chittaranjan Giri
Tarun Mansukhani
Sombhu Mitra
Shreya Sharma
Ashish Kattar
Aakansha Kadre
Binnu Dhillon
Shruti Haasan
Bilal Amrohi
Padmini Kapila
Arunav Chatterjee
Goran Paskaljevic
Ishaan Verma
Monu Dhankad
Vinod Kumar Singh
Richa Kalra
Rajan Kapoor
Dharmendra Ahirwar
Dina Pathak
Harish Bhosle
Samy Gharbi
Vikas Sharma
B. Prasad
Rajendra Kumar
Star:Sunny Thakur
Nirnay Godlaw
Gulshan Grover
Sundar
Suchindra Bali
Vijay Pal
Sudhir R. Nair
Timothy Rai
Lakshmi
Bhavna Rathod
Nizam Khan
Farah Khan
Amit Kaushik
Abha Parmar
Ajay B. Gupta
Bharat Balani
Sachin Khedekar
Shashank Kumar
Rex Harrison
Narayan Singh Sisodia
Amitha
Roshan Bano
Apurva Godbole
Shivaji
Radhika Chaudhari
Anant Nag
Muzzi
Mukhtar Begum
Salil Choudhury
Jasdev
Jayalalitha J
Deepak Lohar
Manoj Amarnani
Raushan Jha
Himanshu Malik
Diya Annapurna Ghosh
Gopi Puthran
Gowtam Tinnanuri
Mridula Baruah
Siddhant Shekhar
Vikram Raj Bhardwaj
Ratan Aulakh
Rakshit Dahiya
Kiran Jhangiani
Monica Desai
Jaimin Bal
Usha Mantri
Farida Jalal
Sona
Visshesh Tiwari
Balakrishna
Saurabh Saraswat
Douglas Embry
Vandana Gupta
Saiyami Kher
Paramveer Singh
K. Balaji
Anjali Kadam
Mayur Hardas
S. Suleman
Isha Sharvani
Rampiary
Rahul Roy
Dinesh Anand
Roop Kumar Rathod
Vinit
Archit Krishna
Anurag Jha
Ratan Sil Sarma
Shilpa Ranade
Sameer Kochhar
Archana Joglekar
Saayli Buva
Sudhish Kumar Sharma
Roman Ajaz
Ashwani Dhir
Star:Gaurav Gupta
Durga
Alistar Bennis
Parzaan Dastur
Subhash Shah
Mudassar Aziz
Amerjit Deu
Bharat Kapoor
Riyaz Anwar
Barkha Kapoor
Sadhika Randhawa
Neelu Kapoor
Rahul Singh
Nazma Ali Shaikh
Ritika Badiani
Ajay Chandhok
Rakesh Sawant
Mahesh Ginnilaal
Manu Desai
Sreenivasan
Chetan Desai
Navtej Hundal
Partap Sharma
Dixit
Mohd Feroz Qureshi
Bhim
Hitu Kanodia
Fathima Babu
Chitto Chopra
Punya Darshan Gupta
Lalita Pawar
Leher Kala
Rishi Bhummi
Gul Panag
Prabhat Raghunandan
Amrita Sethi
Sheetal Dimri
Sonal Kaushal
Manohar Teli
Prem Datta
Ronit Roy
Kirshan Kumar
Prakhar Singh
Gaurav Chansoria
Dinyar Contractor
Fauzia Arshi
B. Trilochan
Faith
Satyen Kumar
Ravi Tandon
Sanjana Sanghi
Mahesh D. Singh
Ritesh Talwar
Vikram Kapoor
Bimal Dutta
Ghazala
Aditya Goel
Akhtar-Ul-Iman
Yan Han
Sagar Bhangade
D.N. Pai
Niranjan
Sahil Seth
Imam Siddique
Neer Raao
Nissar Khan
Kaivalya Chheda
Sharat Saxena
Vinod Pande
Sonali Rawat
Sahoj Parashar
Rubab Almas
Kumaar Aadarsh
Badal Arora
Mansa
Bhushan Patel
Debamitra Biswal
Nauheed Cyrusi
Vivek Budakoti
Rajan Johri
Jayanth
Nabh Kumar 'Raju'
Baburao Pendharkar
Michael Raif Brizzolara
Maulik Bhardwaj
Sanghavi
Pratik Asnani
Pappu Polyester
Fatma
Kanak Pandey
K. Pappu
Rajeev Gupta
Kammo
Muhafiz Haider
Mazumdar Natendra
Anjani Kumar Singh
Kamal Majumdar
Abhijit Bhagat
Denise Richards
Gurpeet Bhatia
Pravein Birje
Sanjay Narvekar
Jagdish Rajpurohit
Pranay Pachauri
Ahwaan
Hameed Butt
Sameer Patil
Happy BanMajra
Sajad Khaki
Vikram Veturi
Ajay Arya
Vijay Sethupathi
Vishnu Gurung
Kundan Bhardwaj
Fagun Thakrar
Jeetraj
Kanwal Sethi
Shilpa
Alia Khan Dar
Anil Tejani
Shashank Khaitan
Baljinder Kaur
Nazim Hassan Rizvi
Sushil Pandey
Seema Deo
Sia Shette
Rajesh Nair
Nicholas Kharkongor
Abdul Sheikh
Swachata Sanjiban Guha
M.K. Raina
Azad Hussain
Vishwanath Chatterjee
Kanagana
Ceylone Mani
Ram Ramesh Sharma
RajKumar
Apoorva Lakhia
Anupama Verma
Sooraj Pancholi
Kiran Kumar
Gauri Shankar
Sanjay Upadhyay
Sanjay Soorkar
Nitesh Pandey
Rekha Chauhan
Madiha Imam
Arpana Choudhary
Nakti Atharva
Suchitra Pillai
Shubhi Ahuja
Samir Raees
Dilshad Ahmad
Aditya Chopra
Priyanka Singh
Bob Bassi
Naina Sahu
Rajesh Mapuskar
Sushila
Rajkumari
Meera Joshi
Amar Upadhyay
Abbas
B.B. Singh
Shankar Mishra
Neha Pawar
Vikram Bhatt
Krishnakant
Mahesh Tillekar
Change Ji
Vasant Narkar
Pamela Singh Bhutoria
Ashlin Harris
Saloni Aswani
Jambulingam
Asha Bhosle
Arsh Sandhu
Naina Aswal
Balbir
Sameer Thakur
Rajendra Singh 'Atish'
P.F. Pithawala
Shatilal Soni
Veerendra
Salar Shaikh
Amit Lekhwani
Anuja Sathe
Vicky Pal
Rajeev Mohan
Ruchi Narain
Yashodhan Bal
Rudra Patla Venugopal
Hukum Singh
Rajesh Pillai
Anu Ansari
Chandrika
Rane
Dev Chauhan
Ghori
Madhav Mehta
Pramod Chakravorty
T.S. Mohan
Nanda Yadav
Sidhant Gupta
Natiker
P. Chandra Kumar
Sonali Goswami
Namitha
Pasanta Bal
Lakha Lakhwinder Singh
Sudhir Durlabh Tandel
Star:Zakir Khan
Kunj Anand
Nadeem Khan
A. Pandey
Lekhraj Bhakri
Chander Sharma
Bejoy Nambiar
Ashutosh Acharya
Bhagwan Das Varma
Asmita Sharma
Sunalini Devi
Li Haiming
Pradeep R. Sharma
Shweta Salve
Roopa Verman
Kanika Batra
Rajshri
Archana
Maanuv Bharadwaj
Prateek Vats
Mrinalini Sharma
Annapoorna
Star:Iqbal
Shruti Rai
Star:Sharib Hashmi
Kalyani
Jass Khera
Ashraf Ul Haq
Amit Kumar
H.B. Singh
Shawon Babu
Sumit Suresh Kumar
Habib Al Aidroos
Anup Malik
Irfan Razaa Khan
Shardul Rana
Hiren Bose
Ranjit Sood
Raj Dogra
Meghumi
Sunita Bhatta
Sheen
Ganesh Yadav
Yash Krishnani
Gaurav Thakur
Jayshree Gadkar
Dakxin Bajrange
Apeksha
Aloknath
Kashish
Asha Dutta
Surekha
Vijay Jayapal
Pawan Kalyan
Nimesh Gagan
Nupur Asthana
Mrunalini Patil Dayall
Bhanuchander
Karan Ashar
Chinky Jaiswal
Raman Pande
Nitish Bharadwaj
Karan Dave
Phani Majumdar
Tulna Butalia
Sohail Mokashi
Izabelle Leite
Uma Anand
Maurya
T.S. Ranga
Anas Khan
Chittaranjan Tripathy
Raayo S. Bakhirta
Jawahar
Anubhav Sinha
Prakash Kovelamudi
Rajkumar
Suryaprakash Lakkoju
Shankar Mandal
Pradip Jain
King Guru
Bose
Sudhir Pillai
Rekha Pawar
Devendra Goel
Mast Ali
Star:Tom Alter
Nandini Jumani
Yuvraj Kumar
Dara Kishan
Mushtaq Khan
Parvathy Omanakuttan
Konkona Sen Sharma
Homi Hormasji
Brahm Bhardwaj
Mike Hussey
Hiten Paintal
S. Gawli
Rakesh Roshan
Akshay Akkineni
Pritika Chawla
Saurabh Adya Pandey
Raj Nandini
Reeth Mazumder-Roberts
Mohan Bhakri
Vicky S. Kumar
Aadar Jain
Shreya Chaudhary
Arun Bali
Khushi Kapoor
Arvind Sen
Nishil Sheth
Kusum Deshpande
K.T. Anandrao
Raj Bharat
Rahul Handa
Ankit Doshi
Avijit Bose
Amit Tiwari
Ilanthirayan Alan Arumugam
Nikhil Sharma
Krishan Chopra
Neten Chokling
Keshu Ramsay
Krishna Abhishek
Sharan Brar
Akash Sinha
Lakshvir Saran
Ajay Gautam
Raj Singh Jhinjar
Star:Selvan
Riddhi Jain
Star:Vipin Bharadwaj
Balan K. Nair
Rimpal
Kundan Sad
Ashish Kumar
Samonica Shrivastava
Dipendra Acharya
Utpal Sinha
Ashish Avikunthak
Ratnakar
Sujeet Kumar
Mohinder Gujral
Kapil Sharma
Sumeet Goradia
Rupa Khurana
Deepanshu
William Hunt
Genelia D'Souza
Nitin Auditcha
Rohan Apte
Vipasha Agarwal
Khosla
Hriday Sharma
Bhumi Pednekar
Auroshika Dey
Santosh Kumar Chauhan
Orgyen Tobgyal
Jaspal Bhatti
Vasantrao
Ranjita Thakur
Shaneel Sinha
Mahesh Kapoor
Shakti Kapoor
Chetna Pande
Abhishek Kapoor
Suraj Bharti
Ranveer Pratap Singh
Amit Jairath
Raks Jitender
Motilal
Trilochan
Sushil Chowdhary
Jal Writer
Aijaz Khan
Kirron Kher
Gashmeer Mahajani
Vicky Kadian
Ravikant
Shefali Patel
Mansinghms
Maqbool
Kamalakar
K.P. Sasi
Varun Khanna
Abhijeet Mukesh
Zoya Rathore
R.K. Bannerjee
Vasan Bala
Mursaleem Qureshi
Akashdeep
Hargobind Duggal
Prabir Kumar
Gemini Balu
Khalid Kidwai
Akash Ajmera
Shiv Darshan
Sapna Choubisa
Kiran Gadalay
Aadil Chahal
Shahbaz Baweja
Swaroopa Ghosh
Jiten Purohit
Gunjan Bakshi
Rishi Deepak
Aubrey K. Miller
Deepak Sandhu
Aditya Prajapati
Indrajith Sukumaran
Hema Singh
Gitanjali Rao
Saurabh Agarwal
Kundan Shah
Rakesh Kaysath
Praneel Kumar
Kushagra Sharma
Aashif Eqbal
Sunil Kumar Agrawal
Umar Khan
Vikram Shankar
Sunny Hinduja
Sureshbabu Mane
Madan Bhandari
Yogesh Pagare
Mehmood Vazir Khan
Rajiv Anjal
Nachiket Samant
Shashi Kiran
Brahmanandam
Ram Lakhan
Kanhaiyalal Chaturvedi
Raghvendra Singh
Bhavita Anand
Pramod Goswami
Zaheer Iqbal
Uma Dhawan
Rachana Maurya
Keiji Fujiwara
Björn Freiberg
Sivaranjani
Gauri Khopkar
Ankur Malhotra
Madhoo
Mukkund Shukla
Star:Kanta Rao
Kushal Srivastava
Shakuntala Paranjpye
Sumalatha
Salman Shahid
Kaikala Satyanarayana
Aditi
Aditya Lakhia
U.C. Roshan
Danis Tanovic
B.B. Bhalla
Star:Nayani Dixit
Ashwin Mushran
Manju Bharti
Sudhish Kamath
Mala Jaggi
Rinkle
Aayush Saxena
Sudip Mukherjee
Pooja Patel
Ashim Bhattacharya
Rajiv Mudgal
Divya Jagdale
Meenu Kawatra
Manjushree
Ashit Kumar
Sashi Kapoor
Vennira Aadai Nirmala
Aga Jaan
Mahender Singh
Nuthan Prasad
Atmiya Patel
Harshal Rane
Sunil Bhumkar
Rannvijay Singh
Ajay Lohan
Achala Sachdev
Zeenal Kamdar
K. Ravi Shankar
Amita Nangia
Pratik Grant
Joyita Das
Vivek Chatterjee
Upen Patel
Sandeep Anand
Bharat Gopy
R S Tara
Jai Akash
Israil Khan
Gunjal
S.K. Shyam
Avtar Gill
Mohammed Ali Mir
Trupti Khamkar
Rishen Day
Mohan Agashe
Raj Wadhwa
Indra Narayan Datta
Abhishek Saxena
Pushpraj Gunjan
Tej Saran
Gary Castro Churchwell
Chalapathi Rao
Adarsh Gautam
K.K. Mahajan
Samia Shoaib
Gaurav Sharma
Dheeraj Pandit
Ravindra Nath
Chandrakant Singh
Radha Krishna Jagarlamudi
Bhanu Uday
R.S. Prasanna
Mohan Dayaram Bhavnani
Abbas Tyrewala
Shaheed Latif
Rajan P. Dev
Mukul Dutt
Nancy Brunetta
Sahil Singh
Alisha
Shloka Pandit
Treenayan Sharma
Amitabha a Gupta
Manjeet Bansal
Ajay Mehra
Laila Panda
A.K. Mishra
Smitha
Amrita Dhanoa
Shubham Dubey
Saawan Kumar Tak
Raghvendra Tiwari
Shouvik Chakraborti
Pooja Joshi
Ayush
Chunilal Parekh
Sylvester Stallone
Jay.k
Kajal Aggarwal
Kainaz Motivala
Mreega Sakalni
Nishant Pandey
Shambhavi Agrawal
Vijay Jora
Saurab Narang
Ajit Dewani
Jagbir
Kôzô Kusuba
Saswata Chatterjee
Ashutosh Warang
Monali Sehgal
Star:Achyut Prashast Singh
Pandit
Jatin Garewal
J.J. Madan
Talish
Alieesa P Badresia
Gautmi
Highphill Mathew
Raj Kumar
Meera Madhuri
Ratnaprabha
Sneha Sharma
Habib Tanvir
Wasti
Tahir Hussain
Nassar
Asha Parekh
Bhoomika Chawla
John Hoyt
Naveen Jinger
Neera
Jayanta Basu
Sunila Devi
Akhil Kapur
Mahesh Bhatt
Suraj Joshi
Nikhil Saini
Sil Ritesh
Sarita Srivastava
Jayprakkash Shaw
Kalpana
Siddhi Anil Jain
Pratik Mittal
Anil Nagrath
Sanjeev Naik
Rahul Khurana
Mahi Kapoor
Devendra Dhua
Abhishek Bachchan
Rajkumar Patra
Rotem Bar
Priya Saini
Maheswari
Anant Tripathi
Jojo D'Souza
Anil Reji
Meghna
Aditya Watts
Shyam Bahadur
Aatish Devgan
Shikhar
Kaluram Dhobale
Dolly Arya
Adeyapartha Rajan
Jaspal Dhillon
Anuradha Tiwari
Ram Singh
Apurva Dhar Badgaiyann
Gaurav Prateek
Pankaj Tripathi
Atul Sriva
Ayushi Singh
Sidharth Bhardwaj
Babanrao Gholap
Saurabh Shrikant
Noémi Besedes
Ritesh s Kumar
Patralekhaa Paul
Nimrat Kaur
Pradeep Sarkar
Shoib Nikash Shah
Anshuman Jha
Alka Anjali
Satyanarayana
Nazneen
Sri Lakshmi
Vivek Sudershan
Raj Premi
Stanislav Aistov
Shaji Chaudhary
Pavan Buragohain
Majnu
Vikas Kavthekar
Joseph Armillas
Harikrishna
Gullu Dada
Star:Shruti Rai
Mayank Bansal
Omung Kumar
Ankit Bisht
Robi Ghose
Daljit Kaur
Anand Balraj
Bhakhatyar Irani
Pinaki Bhushan Mukherji
Taneea Rajawat
Sugandhi
Sanna Messo
Ekavali Khanna
Sanjay Dadheech
Sanjay Goel
Gurga Khote
Rahuul Aamath
